"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-11","2.8",,"8.1","14.4","3.3","  200","  190","6.3","7.2","    1","    1",,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-12","1.9",,"10.8","17.8","3.9","  270","  280","6.7","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-13","2.3",,"11.1","13.3","6.7","   10","   10","6.3","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-14","1.8",,"10.2","15.0","8.3","  170","  160","5.8","7.2","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-15","6.5",,"13.9","16.7","6.7","  300","  310","14.3","19.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-16","2.8",,"6.6","9.4","1.1","  170","   40","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-17","2.1",,"6.3","9.4","5.0","  130","  120","6.7","7.6","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-18","3.1",,"7.4","10.0","1.1","  300","  290","9.8","12.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-19","6.0",,"2.2","4.4","0.0","  310","  320","14.3","18.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-20","4.0",,"2.0","5.6","-2.1","  310","  310","10.3","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-21","4.7",,"3.2","11.1","-2.1","  200","  210","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-22","3.1",,"11.0","13.3","7.8","  190","  180","6.3","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-23","1.9",,"8.3","11.7","3.9","  350","  360","4.5","5.4","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-24","2.4",,"13.0","20.6","8.3","  260","  260","5.8","8.1","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-25","1.5",,"10.8","15.6","5.6","  340","  360","5.4","8.1","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-26","2.5",,"10.1","12.8","5.6","   30","   20","6.7","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-27","3.6",,"9.3","15.0","4.4","  330","  340","9.8","14.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-28","4.8",,"3.1","4.4","-1.6","   30","   30","10.7","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-29","4.2",,"-1.2","0.6","-2.7","  350","  360","7.2","9.4","    1",,,"    1",,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-30","1.7",,"-0.7","0.0","-1.0","   30","   30","4.5","5.4","    1","    1",,,,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-12-31","3.0",,"2.0","6.7","0.0","  320","  320","6.7","8.9","    1",,,,,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-01","3.0",,"2.9","3.9","-2.1","  250","  260","6.7","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-02","3.6",,"0.3","4.4","-3.2","  280","  280","8.9","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-03","3.5",,"1.4","6.1","-2.1","  260","  240","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-04","6.4",,"-2.2","1.1","-12.7","  360","   10","11.2","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-05","2.9",,"-10.2","-2.7","-14.9","  360","   10","10.3","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-06","1.9",,"-5.9","6.1","-14.3","  190","  190","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-07","0.9",,"-3.4","4.4","-11.0","   20","   10","3.6","4.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-08","3.1",,"-2.4","5.6","-7.7","   10","   40","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-09","2.3",,"3.7","7.8","1.7","   10","  100","4.5","5.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-10","4.4",,"7.3","15.0","3.3","  220","  220","13.0","17.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-11","4.8",,"2.6","5.6","-7.7","  250","  260","11.2","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-12","2.5",,"-3.9","2.8","-8.8","  180","  160","7.6","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-13","6.5",,"-3.6","-1.0","-9.3","  300","  290","16.1","21.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-14","3.0",,"-5.2","0.6","-8.8","  260","  270","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-15","1.8",,"-0.2","5.6","-4.9","   10","   20","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-16","3.1",,"2.9","5.6","1.1","   10","   10","6.7","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-17","3.3",,"1.6","3.3","-1.6","  320","  300","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-18","7.2",,"-3.2","-1.6","-7.1","  290","  310","14.8","19.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-19","8.5",,"-6.2","-2.7","-8.2","  310","  290","15.7","20.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-20","4.7",,"-3.2","1.7","-7.1","  320","  300","11.2","16.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-21","4.8",,"-3.2","1.7","-7.1","  300","  320","9.8","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-22","4.4",,"-5.1","-0.5","-10.5","   10","   10","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-23","8.1",,"-3.7","-2.1","-5.5","   30","   30","13.9","18.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-24","4.4",,"-3.1","3.3","-8.2","  360","   10","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-25","2.3",,"-1.4","3.3","-6.6","  180","  160","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-26","3.6",,"1.2","8.3","-5.5","  200","  200","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-27","4.4",,"4.8","8.3","-3.2","  310","  310","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-28","2.9",,"-0.7","6.7","-8.2","  190","  190","9.4","13.0",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-29","3.5",,"1.2","6.7","-2.7","  310","  300","10.7","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-30","4.0",,"-0.4","5.6","-4.9","  170","  170","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-01-31","4.3",,"5.0","14.4","1.1","  190","  190","6.7","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-01","4.3",,"7.4","16.1","1.1","  310","  320","9.8","12.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-02","1.6",,"4.7","10.0","-2.1","  310","  330","6.3","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-03","3.8",,"3.2","13.9","-2.1","  160","  170","17.0","19.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-04","4.0",,"11.3","13.3","5.6","  310","  310","9.4","10.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-05","4.3",,"2.3","5.6","-3.8","   10","   10","10.7","15.7","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-06","3.2",,"-2.9","2.8","-9.9","  160","  170","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-07","1.6",,"-0.8","7.8","-8.8","  150","  360","4.5","5.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-08","6.1",,"-2.1","2.2","-6.0","   30","   30","11.6","14.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-09","1.9",,"-4.8","-0.5","-8.2","   30","   40","5.8","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-10","2.2",,"-2.6","1.7","-6.6","  300","  280","6.7","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-11","6.7",,"-4.5","-2.7","-12.1","  300","  300","13.0","16.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-12","3.6",,"-10.1","-4.9","-17.1","  310","  300","9.8","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-13","5.7",,"-9.7","-7.1","-21.0","  310","  310","13.9","17.4",,,,,,,"    1","    1"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-14","3.4",,"-18.9","-12.1","-24.3","  290","  290","11.6","15.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-15","2.1",,"-16.6","-5.5","-24.3","  360","  360","6.3","7.6","    1",,,"    1",,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-16","4.5",,"-1.4","11.7","-5.5","  160","  140","16.1","21.9","    1",,,"    1",,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-17","4.6",,"3.1","3.9","-1.0","  310","  330","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-18","4.7",,"-1.1","1.1","-6.6","  320","  320","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-19","3.0",,"-4.1","3.9","-10.5","  190","  190","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-20","5.2",,"6.7","16.1","1.1","  230","  240","11.2","16.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-21","3.5",,"8.4","13.3","0.6","  310","  310","9.4","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-22","3.4",,"4.5","8.3","-2.1","  310","  300","8.1","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-23","4.1",,"-0.2","4.4","-3.8","  100","  100","6.3","7.6","    1",,,"    1",,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-24","4.9",,"1.1","17.2","0.0","  170","  170","16.1","21.9","    1",,,"    1",,"    1",,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-25","7.3",,"11.2","17.2","2.8","  170","  170","17.4","23.7","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-26","7.7",,"1.1","2.8","-4.9","  290","  290","13.4","16.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-27","4.3",,"-2.3","4.4","-6.6","  190","  190","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-28","5.0",,"5.6","14.4","1.1","  170","  180","9.8","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-02-29","4.7",,"7.9","13.3","2.8","  250","  260","11.6","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-01","3.6",,"3.8","8.3","-2.7","  310","  310","11.6","14.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-02","6.4",,"3.5","10.6","-5.5","  320","  310","14.3","17.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-03","3.5",,"-3.6","1.1","-7.1","  320","  330","9.8","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-04","4.7",,"-2.1","2.8","-4.9","   20","   30","9.4","12.1",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-05","2.9",,"-0.8","3.3","-6.0","   30","   30","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-06","2.0",,"0.7","6.7","-3.8","  330","   50","4.5","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-07","3.4",,"3.2","13.3","-4.3","  200","  200","11.2","15.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-08","2.6",,"9.3","18.3","2.2","  200","  180","6.7","8.5",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-09","4.5",,"13.1","27.2","4.4","  200","  200","9.4","12.1","    1",,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-10","3.1",,"17.2","22.2","12.8","   20","   20","8.9","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-11","4.7",,"13.6","15.6","3.3","  320","  330","11.6","17.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-12","4.0",,"7.0","17.2","-1.0","  170","  220","9.4","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-13","3.4",,"12.5","17.8","8.3","   30","   30","9.4","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-14","3.7",,"7.4","10.0","3.3","   10","  110","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-15","5.5",,"5.9","10.0","3.9","  360","  350","8.1","10.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-16","3.4",,"9.9","16.7","4.4","  320","  310","8.9","11.6","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-17","2.9",,"9.7","18.3","2.8","  320","  330","16.1","22.4","    1","    1","    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-18","5.4",,"6.4","11.7","0.0","  290","  280","13.9","17.4",,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-19","3.6",,"2.6","7.8","-3.8","  340","  340","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-20","2.9",,"0.4","6.1","-5.5","  100","   20","6.3","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-21","4.9",,"2.4","9.4","-1.6","  290","  290","13.9","17.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-22","5.3",,"4.2","11.7","-1.6","  260","  260","9.8","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-23","4.4",,"10.9","20.0","6.7","   30","  350","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-24","4.1",,"8.3","13.3","2.8","  100","  120","7.6","10.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-25","3.5",,"5.8","13.3","2.2","  310","  310","8.9","13.0","    1",,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-26","3.5",,"5.8","11.1","1.7","   30","   30","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-27","2.9",,"5.3","12.8","0.0","  200","  210","6.7","8.9",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-28","3.5",,"5.1","9.4","3.3","  290","  290","17.4","24.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-29","8.7",,"7.0","9.4","0.0","  300","  290","16.5","21.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-30","4.1",,"5.9","15.0","-1.6","  190","  180","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-03-31","6.9",,"12.2","22.2","6.7","  200","  210","13.4","17.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-01","6.2",,"16.4","22.2","11.1","  180","  170","11.2","13.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-02","2.7",,"10.2","11.1","2.8","  320","  310","11.2","13.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-03","7.2",,"1.8","4.4","-3.2","  280","  290","16.1","21.5","    1",,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-04","4.1",,"-3.2","-2.7","-4.3","   20","   10","7.6","9.4","    1","    1",,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-05","5.0",,"-2.6","2.8","-6.6","   20","   10","9.4","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-06","4.2",,"-0.2","6.7","-6.6","  180","  190","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-07","6.0",,"9.4","14.4","3.9","  150","  150","14.3","18.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-08","5.4",,"8.1","10.6","0.6","  240","  240","11.2","13.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-09","3.5",,"3.7","9.4","-2.1","  360","   10","9.8","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-10","4.3",,"4.0","10.0","-2.1","  330","  330","9.8","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-11","6.0",,"8.5","15.6","5.6","  190","  190","11.2","16.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-12","4.7",,"10.5","12.8","0.0","  310","  310","10.7","13.0","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-13","2.3",,"6.7","13.3","-0.5","   40","   20","7.2","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-14","3.5",,"8.7","15.6","2.2","  170","  170","8.1","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-15","3.0",,"8.6","17.8","-0.5","   30","   40","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-16","4.3",,"10.4","18.3","0.6","   50","   10","9.4","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-17","2.2",,"11.3","23.3","0.0","  190","  190","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-18","2.6",,"15.3","26.7","1.7","  160","  160","9.4","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-19","5.1",,"14.2","18.9","8.3","  330","  320","10.7","17.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-20","4.3",,"11.8","18.3","3.3","   20","   10","10.3","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-21","3.8",,"12.3","25.0","0.6","  180","  180","9.8","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-22","2.6",,"17.8","27.8","11.1","  190","  180","8.9","11.2","    1",,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-23","4.6",,"16.8","20.0","7.2","  320","  300","10.7","12.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-24","3.0",,"10.5","17.8","3.3","  310","  310","8.1","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-25","1.7",,"12.2","19.4","7.8","  250","  260","5.8","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-26","3.1",,"8.9","11.1","4.4","   20","   30","7.6","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-27","3.0",,"8.6","17.8","1.1","  260","  250","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-28","3.6",,"10.3","16.1","0.6","  190","  210","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-29","3.1",,"10.5","15.0","6.7","  180","  180","7.2","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-04-30","3.4",,"12.1","19.4","6.1","  190","  190","8.1","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-01","2.6",,"8.6","10.6","5.0","  180","  180","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-02","2.0",,"7.1","11.7","5.0","  260","  260","8.1","8.9","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-03","2.2",,"10.0","12.2","8.9","   20","   20","5.4","6.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-04","3.9",,"9.8","11.1","7.2","   50","   50","8.9","12.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-05","6.0",,"8.9","11.7","6.7","   40","   30","10.3","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-06","3.8",,"11.7","17.2","9.4","   30","   30","8.9","10.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-07","3.0",,"10.4","12.8","8.3","   20","   20","6.7","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-08","5.7",,"12.6","17.8","7.2","  300","  290","14.3","20.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-09","4.8",,"13.3","20.6","6.7","  290","  230","10.7","15.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-10","2.2",,"12.9","22.2","3.3","  290","  320","7.2","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-11","1.7",,"15.9","26.7","3.9","  180","  180","6.3","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-12","2.9",,"17.9","27.8","7.8","  160","  170","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-13","3.0",,"16.4","21.7","10.0","  190","  180","8.9","10.7","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-14","3.4",,"17.5","25.0","11.1","  180","  180","11.2","15.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-15","6.8",,"11.7","15.0","5.6","  310","  290","11.6","15.2",,,,,,,,
