"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-16","6.6",,"9.7","17.8","4.4","  310","  310","14.8","19.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-17","3.0",,"13.4","22.2","3.3","  290","  270","9.4","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-18","3.2",,"15.2","22.2","8.3","  200","  180","8.1","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-19","2.1",,"14.9","22.2","8.9","   10","  330","7.2","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-20","1.9",,"15.3","24.4","5.6","   50","   50","5.8","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-21","2.3",,"16.4","22.2","7.8","  170","  160","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-22","2.6",,"16.6","23.9","11.7","   20","   20","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-23","2.8",,"18.3","28.3","8.3","  210","   10","6.3","8.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-24","3.0",,"16.9","19.4","12.2","  360","   10","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-25","2.8",,"20.1","32.2","11.1","  280","  270","9.4","12.1","    1","    1",,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-26","2.2",,"24.1","32.2","15.0","  200","  190","5.8","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-27","4.1",,"24.4","31.7","17.2","  190","  190","8.9","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-28","3.4",,"25.0","33.9","17.8","  140","  180","7.2","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-29","3.4",,"25.7","32.8","18.3","  200","  200","8.1","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-30","3.1",,"21.6","27.2","16.7","  180","  190","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-05-31","2.9",,"24.5","30.0","18.3","  290","  300","7.2","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-01","2.5",,"22.1","28.9","12.8","  170","  170","7.6","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-02","3.4",,"20.8","27.2","12.8","  170","  180","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-03","3.2",,"18.1","21.1","15.6","  180","  180","5.4","6.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-04","2.4",,"22.2","28.9","16.1","  200","   50","5.8","8.9","    1",,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-05","3.6",,"20.1","21.1","17.2","  280","  160","9.8","11.6","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-06","3.8",,"21.8","28.9","17.2","  250","  260","8.1","11.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-07","4.0",,"23.3","29.4","15.6","  330","  330","9.8","13.4",,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-08","5.5",,"17.2","21.1","12.2","  320","  310","11.6","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-09","6.8",,"15.5","21.1","12.2","  310","  320","13.4","17.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-10","3.9",,"17.1","24.4","10.0","  320","  340","9.4","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-11","1.9",,"15.3","20.0","9.4","  150","  150","5.8","6.7","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-12","6.2",,"19.6","25.6","13.3","  310","  330","13.9","17.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-13","5.6",,"16.4","22.2","11.7","  310","  290","11.2","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-14","4.1",,"18.0","26.7","9.4","   10","  350","8.9","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-15","2.3",,"21.9","29.4","13.9","  300","  290","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-16","2.1",,"22.4","29.4","16.1","  170","  170","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-17","3.3",,"22.3","28.3","15.6","  190","  180","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-18","2.7",,"21.1","30.6","11.1","  160","  170","8.9","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-19","3.7",,"21.1","29.4","11.7","  160","  170","9.4","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-20","4.4",,"22.0","30.6","15.0","  180","  170","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-21","4.0",,"23.8","30.6","15.0","  270","  270","9.4","11.6",,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-22","3.1",,"20.3","28.9","11.7","  320","  310","10.7","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-23","1.1",,"19.9","27.8","10.6","  220","  220","4.5","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-24","2.8",,"21.9","30.0","12.8","  160","  160","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-25","2.1",,"21.8","31.1","11.7","  200","  200","6.7","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-26","3.2",,"22.7","31.7","12.8","  180","  180","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-27","4.9",,"22.9","30.0","16.7","  160","  200","10.7","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-28","4.3",,"22.3","27.2","20.0","  160","  170","7.6","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-29","2.6",,"24.1","30.6","20.0","  300","  280","6.3","8.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-06-30","2.1",,"23.9","31.1","15.6","  290","  270","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-01","3.8",,"23.3","29.4","16.7","  180","  180","9.4","11.6","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-02","4.7",,"21.4","26.1","15.0","  290","  290","9.8","13.4",,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-03","3.4",,"21.0","28.9","12.8","  310","  280","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-04","3.0",,"23.3","31.1","14.4","  210","  210","8.1","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-05","1.9",,"23.9","31.1","19.4","  300","  300","6.7","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-06","2.9",,"26.8","35.0","18.9","  240","  270","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-07","1.9",,"26.0","32.8","20.0","  210","  210","14.3","17.0","    1",,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-08","3.5",,"24.1","28.9","17.8","   30","   40","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-09","2.4",,"18.8","20.6","16.7","  150","  150","6.3","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-10","2.3",,"19.6","27.2","16.1","  340","  360","9.4","12.5","    1",,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-11","2.3",,"20.7","26.7","15.6","   10","   40","6.7","8.5","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-12","2.8",,"22.1","30.6","13.3","  200","  190","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-13","4.7",,"25.5","32.8","19.4","  190","  190","9.4","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-14","4.3",,"25.0","31.1","21.7","  180","  180","9.4","12.1","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-15","2.2",,"26.8","34.4","20.0","  240","  250","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-16","2.1",,"26.7","33.9","18.3","  290","  290","6.7","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-17","2.1",,"26.4","33.3","20.6","  270","  240","6.7","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-18","3.7",,"26.4","35.6","19.4","  230","  210","9.4","13.4",,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-19","4.1",,"24.7","28.9","16.1","  300","  310","9.8","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-20","2.3",,"21.4","29.4","12.2","  320","  330","6.7","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-21","3.2",,"23.8","33.9","13.3","  240","  230","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-22","4.6",,"28.4","37.2","22.2","  270","  320","10.3","13.0",,,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-23","4.6",,"28.6","35.6","20.0","  340","  290","9.8","13.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-24","2.6",,"26.1","33.9","16.7","  320","  310","7.2","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-25","3.2",,"26.7","35.6","17.8","  200","  200","8.1","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-26","3.9",,"26.9","33.9","19.4","  300","  300","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-27","2.3",,"27.1","35.0","18.3","  310","  330","6.3","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-28","2.2",,"27.2","35.6","17.8","  180","  180","6.3","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-29","2.2",,"26.5","32.2","21.1","   20","  340","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-30","2.8",,"24.7","32.8","18.9","  180","  190","8.1","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-07-31","3.0",,"22.3","26.7","18.9","  350",,"5.4",,"    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-01","2.3",,"22.3","27.8","19.4","   20","   40","4.5","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-02","2.2",,"20.6","25.6","15.6","  360","   10","8.1","10.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-03","1.8",,"20.8","28.3","14.4","  170","  150","5.8","7.2","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-04","2.0",,"21.8","30.0","12.8","  200","  190","5.8","7.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-05","4.1",,"23.7","31.7","16.7","  190","  190","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-06","3.8",,"25.7","33.3","21.1","  270","  270","8.9","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-07","2.9",,"25.5","31.7","17.8","  300","  300","8.1","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-08","2.1",,"23.9","31.7","15.6","  290","  300","7.2","8.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-09","2.5",,"22.9","32.2","12.8","  200","  200","6.7","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-10","3.7",,"24.6","29.4","22.2","  190","  200","9.4","11.2","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-11","2.7",,"26.7","33.3","22.8","  330","  330","7.2","9.8","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-12","3.8",,"27.7","36.1","22.8","  280","  290","13.0","16.1","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-13","3.2",,"28.4","37.2","22.8","  300","  290","17.9","22.8","    1",,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-14","3.8",,"28.4","35.6","22.8","  300","  310","7.2","9.8","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-15","3.0",,"26.5","31.7","21.1","  310","  300","7.2","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-16","3.0",,"24.6","30.0","20.6","  220","  190","9.4","12.1","    1",,"    1",,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-17","4.5",,"26.6","28.9","20.0","  310","  310","9.4","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-18","1.6",,"24.5","31.7","19.4","  240","  270","5.8","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-19","1.5",,"25.1","31.1","19.4","   40","  350","5.4","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-20","2.7",,"23.2","30.6","16.1","  180","  180","8.9","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-21","5.0",,"24.6","30.6","20.6","  320","  320","10.3","13.0","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-22","4.7",,"22.3","25.0","13.9","  300","  300","10.3","13.0","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-23","1.8",,"18.8","27.2","11.1","  250","  230","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-24","2.3",,"22.1","30.0","13.3","  200","  170","5.4","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-25","4.6",,"23.9","30.0","18.3","  180","  220","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-26","3.7",,"26.2","33.3","20.0","  330","  300","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-27","2.2",,"25.1","31.1","18.3","  190","  220","4.5","5.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-28","3.4",,"24.4","31.1","17.2","  180","  170","6.7","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-29","4.0",,"25.3","31.7","17.2","  340","  330","9.4","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-30","2.3",,"21.4","29.4","13.3","  280","  290","6.7","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-08-31","2.6",,"22.3","26.7","17.2","  210","  210","5.4","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-01","1.3",,"22.7","26.7","17.2","   80","   90","6.3","6.7","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-02","2.9",,"20.4","27.2","13.9","   30","   20","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-03","2.4",,"18.7","24.4","13.3","   50","   50","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-04","3.6",,"18.7","26.7","11.7","   40","   10","7.6","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-05","6.1",,"18.6","27.2","11.7","   30","   20","12.5","15.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-06","6.2",,"21.4","23.9","18.3","   20","   20","10.3","14.3","    1",,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-07","4.1",,"23.2","28.3","20.6","   20","   40","7.2","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-08","2.7",,"24.3","31.1","20.0","  170","  180","5.8","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-09","2.8",,"26.7","33.3","22.2","  250","  250","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-10","3.2",,"25.2","32.2","20.6","  160","  130","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-11","5.0",,"24.4","27.2","14.4","  310","  300","13.9","17.9","    1",,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-12","1.4",,"18.1","26.1","9.4","  230","  230","5.8","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-13","3.1",,"19.6","28.3","10.6","  240","  180","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-14","4.2",,"22.9","32.2","14.4","  350","  360","9.8","12.1",,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-15","2.2",,"17.5","22.8","10.6","  360","  360","6.7","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-16","2.2",,"15.7","24.4","8.9","  180","  160","6.7","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-17","3.6",,"17.1","25.6","8.3","  190","  200","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-18","3.4",,"22.1","26.7","18.9","  200","  200","6.7","8.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-19","2.0",,"22.5","24.4","18.9","  160","  160","6.7","8.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-20","1.3",,"21.7","27.2","17.2","  160","  150","3.6","4.9","    1","    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-21","1.5",,"21.1","27.8","14.4","   20","   40","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-22","2.0",,"20.0","29.4","11.1","  170","  260","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-23","2.5",,"19.6","27.8","11.7","   10","   10","10.3","12.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-24","2.9",,"15.6","20.6","8.3","   50","   30","9.8","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-25","2.8",,"12.2","20.0","5.0","  310","  340","8.1","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-26","3.0",,"10.9","21.1","2.8","  210","  200","7.6","9.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-27","1.2",,"18.4","23.9","12.8","  150","  320","3.6","4.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-28","4.2",,"14.9","17.8","11.7","   50","   60","7.6","10.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-29","5.1",,"14.9","18.3","11.1","   40","   40","10.3","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-09-30","5.8",,"13.2","16.7","10.0","   30","   50","9.4","11.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2016-10-01","4.7",,"11.0","13.3","9.4","   30","  350","6.7","8.9","    1",,,,,,,
